user_id,subscription_type,subscription_category,start_date,end_date,amount
2576,Premium,Monthly,2025-05-21,2025-06-20,535.62
2577,Premium,3 month,2024-12-22,2025-03-22,605.06
2578,Premium,Yearly,2025-07-19,2026-07-19,605.06
2579,Family,Monthly,2025-04-28,2025-05-28,605.06
2580,Free,3 month,2025-04-30,2025-07-29,0.0
2581,Premium,Monthly,2025-07-23,2025-08-22,605.06
2582,Premium,3 month,2025-07-05,2025-10-03,605.06
2583,Free,Monthly,2025-06-22,2025-07-22,0.0
2584,Premium,Monthly,2025-04-24,2025-05-24,605.06
2585,Family,3 month,2025-05-12,2025-08-10,211.94
2586,Premium,3 month,2025-06-03,2025-09-01,605.06
2587,Premium,3 month,2024-11-13,2025-02-11,605.06
2588,Free,Monthly,2025-06-05,2025-07-05,0.0
2589,Premium,Monthly,2024-08-19,2024-09-18,762.64
2590,Family,3 month,2024-12-29,2025-03-29,976.3
2591,Family,Yearly,2024-10-31,2025-10-31,345.05
2592,Free,Monthly,2024-10-21,2024-11-20,0.0
2593,Premium,Monthly,2025-04-12,2025-05-12,448.14
2594,Premium,Monthly,2024-08-11,2024-09-10,203.45
2595,Premium,Yearly,2024-10-08,2025-10-08,605.06
2596,Family,Yearly,2024-11-08,2025-11-08,650.17
2597,Free,Monthly,2025-01-08,2025-02-07,0.0
2598,Premium,3 month,2025-05-27,2025-08-25,636.34
2599,Family,3 month,2024-09-23,2024-12-22,288.4
2600,Family,3 month,2025-03-18,2025-06-16,605.06
2601,Family,3 month,2025-02-16,2025-05-17,605.06
2602,Premium,3 month,2025-05-22,2025-08-20,605.06
2603,Free,Yearly,2025-07-28,2026-07-28,0.0
2604,Premium,Monthly,2024-10-24,2024-11-23,697.09
2605,Premium,Monthly,2025-05-18,2025-06-17,605.06
2606,Premium,Yearly,2024-11-02,2025-11-02,430.98
2607,Free,Yearly,2024-09-22,2025-09-22,0.0
2608,Family,Monthly,2024-10-12,2024-11-11,605.06
2609,Premium,Monthly,2025-04-25,2025-05-25,605.06
2610,Family,Yearly,2024-10-20,2025-10-20,605.06
2611,Premium,Yearly,2025-04-26,2026-04-26,605.06
2612,Premium,Yearly,2024-12-07,2025-12-07,605.06
2613,Family,Yearly,2025-06-30,2026-06-30,605.06
2614,Free,Monthly,2024-12-10,2025-01-09,0.0
2615,Premium,3 month,2024-12-29,2025-03-29,605.06
2616,Premium,Monthly,2024-09-03,2024-10-03,739.36
2617,Premium,Yearly,2024-10-29,2025-10-29,605.06
2618,Premium,Yearly,2025-08-07,2026-08-07,605.06
2619,Free,3 month,2025-03-24,2025-06-22,0.0
2620,Premium,Yearly,2025-02-02,2026-02-02,605.06
2621,Premium,Monthly,2025-01-25,2025-02-24,808.49
2622,Free,Monthly,2025-07-16,2025-08-15,0.0
2623,Family,Monthly,2025-01-14,2025-02-13,324.29
2624,Family,3 month,2025-05-24,2025-08-22,605.06
2625,Premium,Monthly,2024-08-19,2024-09-18,386.48
2626,Premium,3 month,2025-06-30,2025-09-28,398.21
2627,Free,Yearly,2024-12-12,2025-12-12,0.0
2628,Family,Yearly,2024-11-26,2025-11-26,605.06
2629,Premium,3 month,2024-11-28,2025-02-26,605.06
2630,Premium,Yearly,2024-09-22,2025-09-22,965.58
2631,Premium,3 month,2025-07-27,2025-10-25,605.06
2632,Premium,3 month,2025-02-08,2025-05-09,605.06
2633,Premium,3 month,2025-06-21,2025-09-19,834.36
2634,Free,3 month,2025-02-02,2025-05-03,0.0
2635,Family,Monthly,2025-07-20,2025-08-19,791.34
2636,Family,Yearly,2025-04-01,2026-04-01,605.06
2637,Premium,3 month,2024-11-18,2025-02-16,605.06
2638,Premium,3 month,2025-07-01,2025-09-29,605.06
2639,Premium,3 month,2025-01-25,2025-04-25,605.06
2640,Premium,Yearly,2024-10-01,2025-10-01,605.06
2641,Free,Monthly,2025-06-26,2025-07-26,0.0
2642,Free,Yearly,2025-04-13,2026-04-13,0.0
2643,Premium,Yearly,2025-08-09,2026-08-09,605.06
2644,Family,Yearly,2025-04-24,2026-04-24,605.06
2645,Family,Monthly,2025-05-18,2025-06-17,605.06
2646,Premium,Yearly,2025-01-14,2026-01-14,381.48
2647,Family,Monthly,2025-07-31,2025-08-30,446.86
2648,Free,3 month,2025-02-02,2025-05-03,0.0
2649,Premium,Monthly,2025-02-13,2025-03-15,605.06
2650,Premium,Yearly,2025-04-19,2026-04-19,605.06
2651,Family,Monthly,2025-06-22,2025-07-22,605.06
2652,Premium,3 month,2025-02-01,2025-05-02,741.84
2653,Premium,3 month,2025-08-06,2025-11-04,605.06
2654,Premium,Yearly,2025-03-19,2026-03-19,258.01
2655,Premium,3 month,2025-01-05,2025-04-05,827.83
2656,Family,Monthly,2024-11-20,2024-12-20,911.36
2657,Premium,Monthly,2025-01-06,2025-02-05,605.06
2658,Premium,Yearly,2025-07-29,2026-07-29,272.09
2659,Family,Yearly,2024-12-05,2025-12-05,605.06
2660,Free,Yearly,2025-01-01,2026-01-01,0.0
2661,Family,3 month,2025-02-07,2025-05-08,558.68
2662,Premium,3 month,2025-05-15,2025-08-13,262.32
2663,Family,3 month,2024-10-30,2025-01-28,720.73
2664,Premium,3 month,2024-09-09,2024-12-08,605.06
2665,Family,Yearly,2025-02-03,2026-02-03,605.06
2666,Premium,Yearly,2024-09-18,2025-09-18,605.06
2667,Premium,Yearly,2025-05-11,2026-05-11,605.06
2668,Premium,Monthly,2025-03-22,2025-04-21,605.06
2669,Premium,3 month,2024-12-11,2025-03-11,605.06
2670,Premium,3 month,2025-06-12,2025-09-10,672.82
2671,Premium,3 month,2024-11-07,2025-02-05,594.44
2672,Family,3 month,2025-02-14,2025-05-15,527.87
2673,Premium,Monthly,2024-08-10,2024-09-09,612.36
2674,Free,Yearly,2025-02-24,2026-02-24,0.0
2675,Family,Monthly,2025-02-24,2025-03-26,605.06
2676,Free,3 month,2024-08-11,2024-11-09,0.0
2677,Premium,3 month,2025-07-17,2025-10-15,605.06
2678,Family,Monthly,2025-05-02,2025-06-01,605.06
2679,Premium,Yearly,2024-11-03,2025-11-03,605.06
2680,Premium,Monthly,2025-04-19,2025-05-19,605.06
2681,Free,3 month,2025-05-10,2025-08-08,0.0
2682,Family,Yearly,2025-05-22,2026-05-22,414.05
2683,Premium,Yearly,2025-06-22,2026-06-22,686.98
2684,Premium,3 month,2024-12-02,2025-03-02,368.96
2685,Family,3 month,2025-05-06,2025-08-04,605.06
2686,Premium,Monthly,2024-09-21,2024-10-21,743.04
2687,Family,3 month,2024-12-14,2025-03-14,605.06
2688,Free,Monthly,2025-03-07,2025-04-06,0.0
2689,Family,3 month,2025-02-14,2025-05-15,205.71
2690,Family,3 month,2024-10-30,2025-01-28,605.06
2691,Free,Yearly,2025-07-27,2026-07-27,0.0
2692,Free,Monthly,2024-12-04,2025-01-03,0.0
2693,Free,Monthly,2025-02-23,2025-03-25,0.0
2694,Free,Monthly,2025-04-02,2025-05-02,0.0
2695,Premium,Monthly,2024-10-08,2024-11-07,605.06
2696,Premium,3 month,2025-05-11,2025-08-09,605.06
2697,Premium,Yearly,2025-07-07,2026-07-07,745.17
2698,Premium,3 month,2024-10-04,2025-01-02,605.06
2699,Free,Yearly,2025-06-20,2026-06-20,0.0
2700,Premium,Yearly,2024-09-29,2025-09-29,605.06
2701,Premium,3 month,2024-09-10,2024-12-09,605.06
2702,Free,Monthly,2024-09-20,2024-10-20,0.0
2703,Premium,Yearly,2025-06-20,2026-06-20,812.26
2704,Family,3 month,2024-11-02,2025-01-31,792.43
2705,Premium,3 month,2025-06-20,2025-09-18,605.06
2706,Premium,Yearly,2025-05-26,2026-05-26,605.06
2707,Premium,Monthly,2025-02-20,2025-03-22,605.06
2708,Free,Monthly,2025-02-09,2025-03-11,0.0
2709,Family,3 month,2025-05-12,2025-08-10,605.06
2710,Premium,Monthly,2025-01-09,2025-02-08,605.06
2711,Premium,Monthly,2024-10-13,2024-11-12,605.06
2712,Premium,Monthly,2025-03-04,2025-04-03,605.06
2713,Premium,3 month,2025-06-22,2025-09-20,205.59
2714,Premium,3 month,2024-11-29,2025-02-27,605.06
2715,Free,Yearly,2025-06-18,2026-06-18,0.0
2716,Family,3 month,2025-01-14,2025-04-14,605.06
2717,Premium,3 month,2025-05-05,2025-08-03,605.06
2718,Premium,3 month,2025-03-12,2025-06-10,605.06
2719,Premium,Monthly,2024-08-18,2024-09-17,605.06
2720,Premium,Monthly,2025-03-13,2025-04-12,605.06
2721,Family,Yearly,2024-12-11,2025-12-11,605.06
2722,Family,3 month,2025-01-21,2025-04-21,609.09
2723,Premium,Yearly,2025-07-08,2026-07-08,605.06
2724,Premium,Monthly,2025-06-20,2025-07-20,605.06
2725,Free,3 month,2024-11-05,2025-02-03,0.0
2726,Family,Monthly,2025-03-19,2025-04-18,605.06
2727,Premium,3 month,2025-05-21,2025-08-19,605.06
2728,Family,Monthly,2025-04-24,2025-05-24,460.21
2729,Premium,Monthly,2024-09-17,2024-10-17,605.06
2730,Premium,Yearly,2024-10-07,2025-10-07,553.31
2731,Premium,Yearly,2024-09-16,2025-09-16,933.15
2732,Free,Monthly,2025-04-26,2025-05-26,0.0
2733,Family,3 month,2025-05-08,2025-08-06,605.06
2734,Family,3 month,2025-04-20,2025-07-19,605.06
2735,Premium,3 month,2025-07-25,2025-10-23,605.06
2736,Free,Monthly,2025-07-19,2025-08-18,0.0
2737,Free,3 month,2024-12-23,2025-03-23,0.0
2738,Family,Yearly,2025-01-12,2026-01-12,605.06
2739,Free,Yearly,2025-05-09,2026-05-09,0.0
2740,Premium,Monthly,2025-04-26,2025-05-26,636.28
2741,Free,3 month,2024-10-21,2025-01-19,0.0
2742,Premium,Yearly,2024-09-01,2025-09-01,848.33
2743,Premium,Monthly,2024-10-09,2024-11-08,605.06
2744,Premium,Yearly,2024-09-01,2025-09-01,845.97
2745,Premium,Monthly,2025-07-03,2025-08-02,893.48
2746,Premium,Yearly,2024-12-13,2025-12-13,721.68
2747,Premium,3 month,2025-04-14,2025-07-13,605.06
2748,Premium,Yearly,2024-11-13,2025-11-13,605.06
2749,Family,3 month,2025-07-15,2025-10-13,605.06
2750,Family,Monthly,2024-09-16,2024-10-16,933.46
2751,Premium,Yearly,2024-11-05,2025-11-05,605.06
2752,Family,3 month,2024-11-15,2025-02-13,605.06
2753,Premium,Monthly,2025-03-23,2025-04-22,605.06
2754,Family,3 month,2025-03-24,2025-06-22,605.06
2755,Premium,Yearly,2025-07-09,2026-07-09,605.06
2756,Free,Yearly,2025-02-13,2026-02-13,0.0
2757,Family,Monthly,2024-10-03,2024-11-02,605.06
2758,Premium,Yearly,2025-03-30,2026-03-30,363.37
2759,Family,Yearly,2025-07-22,2026-07-22,782.1
2760,Family,Yearly,2024-08-31,2025-08-31,644.57
2761,Premium,Yearly,2024-11-17,2025-11-17,200.93
2762,Free,Monthly,2025-02-05,2025-03-07,0.0
2763,Premium,Yearly,2025-06-06,2026-06-06,605.06
2764,Free,Yearly,2024-10-13,2025-10-13,0.0
2765,Free,3 month,2025-07-11,2025-10-09,0.0
2766,Family,Yearly,2025-08-04,2026-08-04,956.28
2767,Premium,Monthly,2025-06-28,2025-07-28,605.06
2768,Free,3 month,2025-02-19,2025-05-20,0.0
2769,Premium,3 month,2024-12-28,2025-03-28,747.25
2770,Free,Monthly,2024-12-03,2025-01-02,0.0
2771,Family,3 month,2025-01-03,2025-04-03,348.39
2772,Family,3 month,2024-11-08,2025-02-06,605.06
2773,Family,Monthly,2025-03-24,2025-04-23,605.06
2774,Free,Monthly,2024-08-15,2024-09-14,0.0
2775,Premium,3 month,2025-04-22,2025-07-21,605.06
2776,Free,Yearly,2025-02-26,2026-02-26,0.0
2777,Premium,Yearly,2025-03-12,2026-03-12,605.06
2778,Free,Yearly,2025-02-20,2026-02-20,0.0
2779,Family,3 month,2025-07-08,2025-10-06,605.06
2780,Premium,Monthly,2024-09-24,2024-10-24,605.06
2781,Family,3 month,2025-03-30,2025-06-28,352.0
2782,Free,Yearly,2024-08-13,2025-08-13,0.0
2783,Free,Monthly,2025-06-27,2025-07-27,0.0
2784,Premium,Monthly,2025-05-23,2025-06-22,477.23
2785,Premium,3 month,2025-07-31,2025-10-29,605.06
2786,Premium,Yearly,2024-10-01,2025-10-01,517.77
2787,Family,Yearly,2025-04-25,2026-04-25,234.62
2788,Family,Monthly,2024-11-23,2024-12-23,605.06
2789,Free,3 month,2025-03-05,2025-06-03,0.0
2790,Premium,3 month,2025-03-31,2025-06-29,605.06
2791,Free,Yearly,2025-05-29,2026-05-29,0.0
2792,Premium,Yearly,2025-02-23,2026-02-23,605.06
2793,Premium,3 month,2024-08-26,2024-11-24,605.06
2794,Premium,Monthly,2025-03-16,2025-04-15,605.06
2795,Premium,Yearly,2024-11-20,2025-11-20,605.06
2796,Premium,3 month,2025-04-16,2025-07-15,605.06
2797,Family,3 month,2025-06-17,2025-09-15,591.15
2798,Premium,Monthly,2025-03-29,2025-04-28,605.06
2799,Premium,Monthly,2025-02-04,2025-03-06,605.06
2800,Premium,Yearly,2024-11-15,2025-11-15,605.06
2801,Premium,Monthly,2025-02-27,2025-03-29,605.06
2802,Premium,Yearly,2025-02-23,2026-02-23,790.63
2803,Premium,Monthly,2024-09-24,2024-10-24,605.06
2804,Premium,Monthly,2025-05-27,2025-06-26,605.06
2805,Family,Yearly,2024-09-16,2025-09-16,605.06
2806,Family,3 month,2025-04-22,2025-07-21,634.56
2807,Free,Yearly,2025-06-30,2026-06-30,0.0
2808,Premium,Yearly,2024-08-22,2025-08-22,866.73
2809,Free,Monthly,2024-10-23,2024-11-22,0.0
2810,Free,Yearly,2024-11-05,2025-11-05,0.0
2811,Premium,3 month,2025-05-31,2025-08-29,605.06
2812,Free,3 month,2025-07-22,2025-10-20,0.0
2813,Family,Monthly,2025-05-29,2025-06-28,605.06
2814,Premium,Yearly,2025-05-27,2026-05-27,770.69
2815,Premium,Yearly,2024-10-25,2025-10-25,710.18
2816,Free,3 month,2025-06-25,2025-09-23,0.0
2817,Premium,Yearly,2024-12-11,2025-12-11,605.06
2818,Family,Yearly,2025-04-01,2026-04-01,605.06
2819,Premium,Monthly,2025-02-11,2025-03-13,605.06
2820,Premium,3 month,2025-05-18,2025-08-16,605.06
2821,Free,3 month,2024-12-17,2025-03-17,0.0
2822,Family,Yearly,2025-05-31,2026-05-31,766.56
2823,Free,3 month,2025-06-13,2025-09-11,0.0
2824,Family,Monthly,2024-08-23,2024-09-22,674.58
2825,Premium,Monthly,2024-11-04,2024-12-04,714.9
2826,Premium,Monthly,2024-09-12,2024-10-12,530.49
2827,Free,Yearly,2025-04-02,2026-04-02,0.0
2828,Family,3 month,2025-03-08,2025-06-06,605.06
2829,Premium,Monthly,2024-08-28,2024-09-27,529.92
2830,Premium,Monthly,2025-03-01,2025-03-31,605.06
2831,Premium,Monthly,2025-04-28,2025-05-28,605.06
2832,Premium,Yearly,2025-05-09,2026-05-09,292.98
2833,Premium,Yearly,2024-12-25,2025-12-25,270.84
2834,Free,Monthly,2024-10-26,2024-11-25,0.0
2835,Premium,Monthly,2024-12-13,2025-01-12,605.06
2836,Free,3 month,2025-02-18,2025-05-19,0.0
2837,Premium,3 month,2025-06-30,2025-09-28,605.06
2838,Premium,Monthly,2025-04-30,2025-05-30,605.06
2839,Premium,Monthly,2025-07-11,2025-08-10,605.06
2840,Family,3 month,2024-09-01,2024-11-30,434.23
2841,Free,Monthly,2024-11-02,2024-12-02,0.0
2842,Premium,Monthly,2025-08-07,2025-09-06,619.11
2843,Premium,3 month,2025-07-14,2025-10-12,492.99
2844,Family,3 month,2024-10-14,2025-01-12,240.22
2845,Premium,Monthly,2024-09-03,2024-10-03,605.06
2846,Free,Yearly,2025-07-21,2026-07-21,0.0
2847,Free,Yearly,2025-03-24,2026-03-24,0.0
2848,Free,Monthly,2024-09-25,2024-10-25,0.0
2849,Free,Yearly,2025-01-15,2026-01-15,0.0
2850,Family,Yearly,2024-12-23,2025-12-23,904.6
2851,Family,Monthly,2025-08-07,2025-09-06,816.17
2852,Free,3 month,2024-08-31,2024-11-29,0.0
2853,Family,Monthly,2025-03-27,2025-04-26,605.06
2854,Free,3 month,2025-05-06,2025-08-04,0.0
2855,Free,Yearly,2025-02-05,2026-02-05,0.0
2856,Family,Monthly,2025-07-07,2025-08-06,605.06
2857,Premium,3 month,2025-05-17,2025-08-15,527.9
2858,Free,Monthly,2025-05-20,2025-06-19,0.0
2859,Premium,3 month,2025-05-02,2025-07-31,605.06
2860,Free,Monthly,2025-05-08,2025-06-07,0.0
2861,Family,Yearly,2024-12-17,2025-12-17,605.06
2862,Premium,3 month,2025-06-12,2025-09-10,605.06
2863,Premium,Yearly,2025-05-29,2026-05-29,261.28
2864,Free,3 month,2024-09-10,2024-12-09,0.0
2865,Family,Yearly,2024-09-07,2025-09-07,605.06
2866,Family,3 month,2025-01-17,2025-04-17,623.23
2867,Premium,Yearly,2025-02-23,2026-02-23,605.06
2868,Family,3 month,2025-06-04,2025-09-02,606.72
2869,Free,3 month,2025-06-10,2025-09-08,0.0
2870,Family,Monthly,2024-11-10,2024-12-10,243.95
2871,Free,Monthly,2024-10-26,2024-11-25,0.0
2872,Premium,Yearly,2025-01-24,2026-01-24,605.06
2873,Premium,Yearly,2024-08-09,2025-08-09,605.06
2874,Premium,Yearly,2025-05-30,2026-05-30,605.06
2875,Free,Yearly,2025-05-22,2026-05-22,0.0
2876,Family,Monthly,2025-07-15,2025-08-14,605.06
2877,Premium,3 month,2025-02-28,2025-05-29,605.06
2878,Free,3 month,2025-02-13,2025-05-14,0.0
2879,Free,Monthly,2025-07-13,2025-08-12,0.0
2880,Premium,Yearly,2024-09-30,2025-09-30,605.06
2881,Family,3 month,2025-04-01,2025-06-30,605.06
2882,Premium,Monthly,2024-12-14,2025-01-13,676.34
2883,Family,Monthly,2025-04-29,2025-05-29,406.85
2884,Premium,Yearly,2024-10-30,2025-10-30,256.33
2885,Premium,3 month,2025-06-23,2025-09-21,907.68
2886,Free,3 month,2025-05-29,2025-08-27,0.0
2887,Free,Monthly,2024-11-04,2024-12-04,0.0
2888,Family,3 month,2024-09-23,2024-12-22,605.06
2889,Premium,Monthly,2025-04-22,2025-05-22,605.06
2890,Premium,3 month,2024-11-12,2025-02-10,605.06
2891,Family,Yearly,2024-12-22,2025-12-22,605.06
2892,Premium,Monthly,2025-01-09,2025-02-08,605.06
2893,Family,Monthly,2024-08-25,2024-09-24,605.06
2894,Premium,3 month,2025-01-26,2025-04-26,605.06
2895,Premium,Yearly,2025-06-08,2026-06-08,605.06
2896,Premium,Yearly,2025-04-17,2026-04-17,243.55
2897,Family,Monthly,2024-08-23,2024-09-22,605.06
2898,Premium,3 month,2025-04-20,2025-07-19,605.06
2899,Free,3 month,2025-01-19,2025-04-19,0.0
2900,Premium,Yearly,2024-09-22,2025-09-22,605.06
2901,Premium,Monthly,2024-09-26,2024-10-26,605.06
2902,Family,Monthly,2025-07-10,2025-08-09,605.06
2903,Premium,3 month,2024-12-10,2025-03-10,509.7
2904,Premium,Monthly,2025-01-30,2025-03-01,605.06
2905,Premium,3 month,2025-06-30,2025-09-28,605.06
2906,Family,Monthly,2024-10-11,2024-11-10,643.27
2907,Free,3 month,2025-02-14,2025-05-15,0.0
2908,Family,3 month,2025-01-23,2025-04-23,605.06
2909,Family,Yearly,2024-08-23,2025-08-23,605.06
2910,Family,3 month,2025-07-12,2025-10-10,879.53
2911,Premium,3 month,2025-07-22,2025-10-20,605.06
2912,Family,Monthly,2024-09-06,2024-10-06,737.1
2913,Free,Monthly,2024-08-30,2024-09-29,0.0
2914,Free,3 month,2024-08-30,2024-11-28,0.0
2915,Family,Monthly,2025-04-19,2025-05-19,605.06
2916,Premium,3 month,2024-09-04,2024-12-03,605.06
2917,Free,Yearly,2025-06-16,2026-06-16,0.0
2918,Family,Yearly,2024-09-23,2025-09-23,725.88
2919,Free,Yearly,2025-04-27,2026-04-27,0.0
2920,Family,3 month,2025-05-11,2025-08-09,605.06
2921,Free,3 month,2025-07-20,2025-10-18,0.0
2922,Free,3 month,2025-01-25,2025-04-25,0.0
2923,Family,3 month,2024-10-10,2025-01-08,605.06
2924,Free,Monthly,2024-12-08,2025-01-07,0.0
2925,Premium,3 month,2025-03-01,2025-05-30,605.06
2926,Premium,Monthly,2025-02-02,2025-03-04,605.06
2927,Premium,3 month,2024-10-10,2025-01-08,435.61
2928,Free,Yearly,2024-08-29,2025-08-29,0.0
2929,Free,3 month,2025-03-27,2025-06-25,0.0
2930,Premium,Yearly,2025-05-02,2026-05-02,605.06
2931,Family,Yearly,2025-07-04,2026-07-04,605.06
2932,Family,3 month,2025-07-12,2025-10-10,605.06
2933,Free,3 month,2025-05-31,2025-08-29,0.0
2934,Premium,Yearly,2024-08-18,2025-08-18,605.06
2935,Family,3 month,2025-06-04,2025-09-02,844.6
2936,Family,Monthly,2025-03-22,2025-04-21,605.06
2937,Free,Yearly,2025-07-02,2026-07-02,0.0
2938,Family,Yearly,2025-04-15,2026-04-15,604.22
2939,Family,Yearly,2025-02-03,2026-02-03,467.23
2940,Premium,Monthly,2025-03-11,2025-04-10,605.06
2941,Premium,3 month,2024-11-21,2025-02-19,605.06
2942,Free,Monthly,2025-07-14,2025-08-13,0.0
2943,Free,Yearly,2024-08-31,2025-08-31,0.0
2944,Free,Monthly,2025-04-13,2025-05-13,0.0
2945,Free,Yearly,2025-03-29,2026-03-29,0.0
2946,Premium,Monthly,2024-08-13,2024-09-12,544.99
2947,Free,Monthly,2024-12-28,2025-01-27,0.0
2948,Free,Yearly,2025-02-13,2026-02-13,0.0
2949,Family,3 month,2025-04-26,2025-07-25,605.06
2950,Premium,Monthly,2025-03-22,2025-04-21,915.08
2951,Family,Yearly,2024-09-25,2025-09-25,605.06
2952,Premium,3 month,2025-04-04,2025-07-03,617.37
2953,Premium,Yearly,2025-07-25,2026-07-25,605.06
2954,Premium,Monthly,2024-09-26,2024-10-26,605.06
2955,Premium,Yearly,2025-07-31,2026-07-31,648.0
2956,Premium,3 month,2024-11-16,2025-02-14,605.06
2957,Free,3 month,2024-10-06,2025-01-04,0.0
2958,Free,Monthly,2024-09-11,2024-10-11,0.0
2959,Premium,Monthly,2025-06-26,2025-07-26,412.21
2960,Premium,3 month,2024-11-17,2025-02-15,605.06
2961,Premium,3 month,2025-04-16,2025-07-15,605.06
2962,Free,Monthly,2025-03-01,2025-03-31,0.0
2963,Family,Monthly,2025-04-05,2025-05-05,535.97
2964,Free,3 month,2024-08-23,2024-11-21,0.0
2965,Premium,3 month,2025-02-22,2025-05-23,605.06
2966,Premium,Yearly,2024-11-27,2025-11-27,749.65
2967,Premium,Monthly,2025-05-26,2025-06-25,418.54
2968,Family,3 month,2025-01-28,2025-04-28,605.06
2969,Family,3 month,2025-06-14,2025-09-12,605.06
2970,Premium,Yearly,2025-03-09,2026-03-09,605.06
2971,Free,3 month,2024-09-14,2024-12-13,0.0
2972,Premium,Yearly,2025-06-25,2026-06-25,605.06
2973,Family,3 month,2025-03-17,2025-06-15,344.22
2974,Premium,3 month,2025-06-26,2025-09-24,900.5
2975,Family,Monthly,2025-05-18,2025-06-17,605.06
2976,Family,3 month,2025-06-14,2025-09-12,605.06
2977,Premium,3 month,2025-01-23,2025-04-23,605.06
2978,Premium,3 month,2024-11-19,2025-02-17,605.06
2979,Premium,3 month,2024-08-21,2024-11-19,340.83
2980,Premium,Yearly,2024-08-15,2025-08-15,344.93
2981,Premium,Yearly,2025-03-09,2026-03-09,605.06
2982,Family,Yearly,2024-09-04,2025-09-04,605.06
2983,Premium,3 month,2024-08-26,2024-11-24,605.06
2984,Family,Monthly,2024-11-10,2024-12-10,396.99
2985,Premium,Yearly,2025-03-15,2026-03-15,806.97
2986,Family,Yearly,2025-02-12,2026-02-12,414.81
2987,Premium,Yearly,2025-02-24,2026-02-24,766.95
2988,Premium,Yearly,2025-01-23,2026-01-23,605.06
2989,Premium,3 month,2025-01-29,2025-04-29,795.17
2990,Premium,Yearly,2024-12-19,2025-12-19,442.83
2991,Premium,Monthly,2025-02-27,2025-03-29,605.06
2992,Family,Monthly,2025-06-24,2025-07-24,933.54
2993,Premium,3 month,2024-12-24,2025-03-24,605.06
2994,Premium,3 month,2024-12-17,2025-03-17,605.06
2995,Premium,Yearly,2024-08-13,2025-08-13,605.06
2996,Premium,3 month,2024-09-28,2024-12-27,605.06
2997,Free,Yearly,2025-03-25,2026-03-25,0.0
2998,Premium,3 month,2025-03-28,2025-06-26,605.06
2999,Premium,Monthly,2025-07-19,2025-08-18,928.28
3000,Premium,Monthly,2024-10-07,2024-11-06,942.18
3001,Premium,3 month,2025-01-08,2025-04-08,605.06
3002,Premium,Yearly,2025-01-08,2026-01-08,605.06
3003,Premium,3 month,2024-11-14,2025-02-12,767.66
3004,Family,Yearly,2024-11-07,2025-11-07,302.17
3005,Free,Yearly,2025-06-23,2026-06-23,0.0
3006,Premium,Yearly,2024-11-06,2025-11-06,385.23
3007,Family,Yearly,2025-05-03,2026-05-03,833.85
3008,Free,Monthly,2024-08-13,2024-09-12,0.0
3009,Premium,Yearly,2024-12-12,2025-12-12,605.06
3010,Family,Monthly,2025-06-08,2025-07-08,688.77
3011,Family,Yearly,2025-01-31,2026-01-31,605.06
3012,Family,Yearly,2024-10-28,2025-10-28,605.06
3013,Family,Monthly,2025-07-06,2025-08-05,605.06
3014,Family,Yearly,2024-09-10,2025-09-10,605.06
3015,Premium,Monthly,2024-12-10,2025-01-09,475.97
3016,Premium,3 month,2024-09-19,2024-12-18,605.06
3017,Premium,Yearly,2025-06-17,2026-06-17,999.56
3018,Family,3 month,2025-01-30,2025-04-30,605.06
3019,Premium,Yearly,2025-03-23,2026-03-23,605.06
3020,Premium,Monthly,2025-04-27,2025-05-27,605.06
3021,Free,3 month,2024-09-24,2024-12-23,0.0
3022,Free,3 month,2024-09-03,2024-12-02,0.0
3023,Free,3 month,2025-06-16,2025-09-14,0.0
3024,Premium,Monthly,2025-01-12,2025-02-11,374.7
3025,Free,Monthly,2024-11-08,2024-12-08,0.0
3026,Premium,Yearly,2024-08-28,2025-08-28,830.95
3027,Family,Monthly,2024-12-06,2025-01-05,605.06
3028,Free,Yearly,2025-07-18,2026-07-18,0.0
3029,Premium,Monthly,2025-01-20,2025-02-19,605.06
3030,Free,Yearly,2025-01-22,2026-01-22,0.0
3031,Family,Yearly,2025-08-02,2026-08-02,605.06
3032,Premium,Yearly,2024-09-11,2025-09-11,605.06
3033,Family,3 month,2025-04-03,2025-07-02,439.02
3034,Premium,Yearly,2025-04-14,2026-04-14,605.06
3035,Family,3 month,2025-05-01,2025-07-30,605.06
3036,Free,Yearly,2025-02-16,2026-02-16,0.0
3037,Free,Yearly,2025-05-25,2026-05-25,0.0
3038,Family,Yearly,2025-03-27,2026-03-27,320.77
3039,Premium,Yearly,2025-01-26,2026-01-26,605.06
3040,Premium,3 month,2024-12-11,2025-03-11,605.06
3041,Family,Yearly,2025-05-04,2026-05-04,605.06
3042,Family,Monthly,2025-01-31,2025-03-02,553.52
3043,Family,Yearly,2024-12-05,2025-12-05,605.06
3044,Free,3 month,2025-08-02,2025-10-31,0.0
3045,Premium,Yearly,2025-05-09,2026-05-09,605.06
3046,Family,3 month,2025-04-23,2025-07-22,605.06
3047,Family,Yearly,2024-09-16,2025-09-16,605.06
3048,Free,3 month,2025-02-09,2025-05-10,0.0
3049,Family,Yearly,2024-12-12,2025-12-12,605.06
3050,Free,Yearly,2024-08-13,2025-08-13,0.0
3051,Family,Yearly,2025-05-23,2026-05-23,881.23
3052,Premium,Monthly,2024-09-24,2024-10-24,605.06
3053,Premium,3 month,2025-05-01,2025-07-30,991.35
3054,Premium,Yearly,2025-04-30,2026-04-30,575.82
